Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length,phylo_cluster,orf1_genus
MZ286290.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP58_C2,2055263,Anelloviridae sp.,2834,blood,163,946,1867,Betatorquevirus,MZ286290.1,MZ286290.1_1,658,17,Betatorquevirus
MZ286289.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP57_C2,2055263,Anelloviridae sp.,2847,blood,0,3,1789,Betatorquevirus,MZ286289.1,MZ286289.1_1,662,2,Betatorquevirus
MZ286288.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP56_C6,2055263,Anelloviridae sp.,2898,blood,5,589,279,Betatorquevirus,MZ286288.1,MZ286288.1_1,668,15,Betatorquevirus
MZ286286.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP56_C3,2055263,Anelloviridae sp.,2837,blood,9,539,1849,Betatorquevirus,MZ286286.1,MZ286286.1_1,663,24,Betatorquevirus
MZ286285.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP52_C3,2055263,Anelloviridae sp.,2963,blood,37,58,1063,Betatorquevirus,MZ286285.1,MZ286285.1_1,681,20,Betatorquevirus
MZ286284.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C9,2055263,Anelloviridae sp.,2907,blood,41,193,1348,Betatorquevirus,MZ286284.1,MZ286284.1_1,675,25,Betatorquevirus
MZ286282.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C7,2055263,Anelloviridae sp.,2958,blood,224,375,1090,Betatorquevirus,MZ286282.1,MZ286282.1_1,667,8,Betatorquevirus
MZ286281.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C6,2055263,Anelloviridae sp.,2963,blood,3,143,1062,Betatorquevirus,MZ286281.1,MZ286281.1_1,674,14,Betatorquevirus
MZ286280.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP49_C5,2055263,Anelloviridae sp.,2859,blood,49,20,1713,Betatorquevirus,MZ286280.1,MZ286280.1_1,652,13,Betatorquevirus
MZ286279.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP48_C3,2055263,Anelloviridae sp.,2962,blood,1,5,341,Betatorquevirus,MZ286279.1,MZ286279.1_1,663,10,Betatorquevirus
MZ286278.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP46_C2,2055263,Anelloviridae sp.,2908,blood,41,193,1343,Betatorquevirus,MZ286278.1,MZ286278.1_1,675,25,Betatorquevirus
MZ286277.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C12,2055263,Anelloviridae sp.,2810,blood,45,7,1997,Betatorquevirus,MZ286277.1,MZ286277.1_1,642,2,Betatorquevirus
MZ286276.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C11,2055263,Anelloviridae sp.,2876,blood,105,112,1590,Betatorquevirus,MZ286276.1,MZ286276.1_1,655,5,Betatorquevirus
MZ286275.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP43_C8,2055263,Anelloviridae sp.,2762,blood,54,16,2127,Betatorquevirus,MZ286275.1,MZ286275.1_1,628,3,Betatorquevirus
MZ286274.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP43_C6,2055263,Anelloviridae sp.,2840,blood,0,197,1832,Betatorquevirus,MZ286274.1,MZ286274.1_1,662,2,Betatorquevirus
MZ286273.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP43_C5,2055263,Anelloviridae sp.,2834,blood,0,0,1866,Betatorquevirus,MZ286273.1,MZ286273.1_1,658,2,Betatorquevirus
MZ286272.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP43_C4,2055263,Anelloviridae sp.,2849,blood,77,266,1772,Betatorquevirus,MZ286272.1,MZ286272.1_1,664,13,Betatorquevirus
MZ286271.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP42_C2,2055263,Anelloviridae sp.,2855,blood,165,918,1733,Betatorquevirus,MZ286271.1,MZ286271.1_1,675,18,Betatorquevirus
MZ286270.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP41_C5,2055263,Anelloviridae sp.,2781,blood,0,60,2091,Betatorquevirus,MZ286270.1,MZ286270.1_1,647,2,Betatorquevirus
MZ286269.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP41_C4,2055263,Anelloviridae sp.,2888,blood,12,57,13,Betatorquevirus,MZ286269.1,MZ286269.1_1,653,4,Betatorquevirus
MZ286268.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP41_C2,2055263,Anelloviridae sp.,2965,blood,1,5,1058,Betatorquevirus,MZ286268.1,MZ286268.1_1,665,10,Betatorquevirus
MZ286267.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP38_C2,2055263,Anelloviridae sp.,2823,blood,9,69,1930,Betatorquevirus,MZ286267.1,MZ286267.1_1,659,24,Betatorquevirus
MZ286266.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP37_C6,2055263,Anelloviridae sp.,2802,blood,39,52,2035,Betatorquevirus,MZ286266.1,MZ286266.1_1,645,2,Betatorquevirus
MZ286265.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP37_C5,2055263,Anelloviridae sp.,2848,blood,104,89,1786,Betatorquevirus,MZ286265.1,MZ286265.1_1,656,21,Betatorquevirus
MZ286264.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP36_C3,2055263,Anelloviridae sp.,2851,blood,0,3,1759,Betatorquevirus,MZ286264.1,MZ286264.1_1,663,2,Betatorquevirus
MZ286263.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP36_C2,2055263,Anelloviridae sp.,2878,blood,194,887,1569,Betatorquevirus,MZ286263.1,MZ286263.1_1,657,9,Betatorquevirus
MZ286262.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP35_C6,2055263,Anelloviridae sp.,2849,blood,120,929,1771,Betatorquevirus,MZ286262.1,MZ286262.1_1,652,5,Betatorquevirus
MZ286260.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP35_C2,2055263,Anelloviridae sp.,2928,blood,1,110,1219,Betatorquevirus,MZ286260.1,MZ286260.1_1,677,10,Betatorquevirus
MZ286259.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP34_C1,2055263,Anelloviridae sp.,2821,blood,9,69,1939,Betatorquevirus,MZ286259.1,MZ286259.1_1,658,24,Betatorquevirus
MZ286258.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP31_C4,2055263,Anelloviridae sp.,2952,blood,7,513,1111,Betatorquevirus,MZ286258.1,MZ286258.1_1,675,20,Betatorquevirus
MZ286257.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP30_C7,2055263,Anelloviridae sp.,2762,blood,54,16,2126,Betatorquevirus,MZ286257.1,MZ286257.1_1,628,3,Betatorquevirus
MZ286256.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP30_C6,2055263,Anelloviridae sp.,2811,blood,45,7,275,Betatorquevirus,MZ286256.1,MZ286256.1_1,642,2,Betatorquevirus
MZ286255.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP30_C4,2055263,Anelloviridae sp.,2832,blood,163,265,1879,Betatorquevirus,MZ286255.1,MZ286255.1_1,657,17,Betatorquevirus
MZ286254.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP30_C2,2055263,Anelloviridae sp.,2978,blood,33,708,1031,Betatorquevirus,MZ286254.1,MZ286254.1_1,673,5,Betatorquevirus
MZ286253.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP28_C4,2055263,Anelloviridae sp.,2920,blood,30,163,1260,Betatorquevirus,MZ286253.1,MZ286253.1_1,680,7,Betatorquevirus
MZ286252.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP28_C1,2055263,Anelloviridae sp.,2832,blood,9,66,1878,Betatorquevirus,MZ286252.1,MZ286252.1_1,662,24,Betatorquevirus
MZ286250.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP24_C7,2055263,Anelloviridae sp.,2852,blood,0,3,1752,Betatorquevirus,MZ286250.1,MZ286250.1_1,663,2,Betatorquevirus
MZ286249.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP23_C3,2055263,Anelloviridae sp.,2860,blood,8,186,1702,Betatorquevirus,MZ286249.1,MZ286249.1_1,664,17,Betatorquevirus
MZ286248.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP22_C4,2055263,Anelloviridae sp.,2825,blood,118,113,408,Betatorquevirus,MZ286248.1,MZ286248.1_1,668,24,Betatorquevirus
MZ286247.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP20_C5,2055263,Anelloviridae sp.,2713,blood,9,69,2153,Betatorquevirus,MZ286247.1,MZ286247.1_1,658,24,Betatorquevirus
MZ286246.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP19_C1,2055263,Anelloviridae sp.,2961,blood,7,806,1080,Betatorquevirus,MZ286246.1,MZ286246.1_1,681,20,Betatorquevirus
MZ286245.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP16_C15,2055263,Anelloviridae sp.,2781,blood,0,60,2090,Betatorquevirus,MZ286245.1,MZ286245.1_1,647,2,Betatorquevirus
MZ286244.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP16_C11,2055263,Anelloviridae sp.,2879,blood,105,112,1561,Betatorquevirus,MZ286244.1,MZ286244.1_1,656,5,Betatorquevirus
MZ286243.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP16_C10,2055263,Anelloviridae sp.,2890,blood,82,75,1490,Betatorquevirus,MZ286243.1,MZ286243.1_1,653,19,Betatorquevirus
MZ286242.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP16_C1,2055263,Anelloviridae sp.,2859,blood,58,220,1712,Betatorquevirus,MZ286242.1,MZ286242.1_1,671,13,Betatorquevirus
MZ286241.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP15_C4,2055263,Anelloviridae sp.,2948,blood,60,258,1129,Betatorquevirus,MZ286241.1,MZ286241.1_1,668,20,Betatorquevirus
MZ286240.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP14_C4,2055263,Anelloviridae sp.,2862,blood,82,75,1686,Betatorquevirus,MZ286240.1,MZ286240.1_1,652,19,Betatorquevirus
MZ286239.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP14_C3,2055263,Anelloviridae sp.,2906,blood,69,56,1353,Betatorquevirus,MZ286239.1,MZ286239.1_1,667,19,Betatorquevirus
MZ286238.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP13_C2,2055263,Anelloviridae sp.,3268,blood,157,464,812,Unclassified,MZ286238.1,MZ286238.1_1,662,38,Gammatorquevirus
MZ286237.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP9_C1,2055263,Anelloviridae sp.,2876,blood,105,112,1589,Betatorquevirus,MZ286237.1,MZ286237.1_1,655,5,Betatorquevirus
MZ286236.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP8_C2,2055263,Anelloviridae sp.,2839,blood,12,128,1840,Betatorquevirus,MZ286236.1,MZ286236.1_1,653,4,Betatorquevirus
MZ286234.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP7_C4,2055263,Anelloviridae sp.,2876,blood,105,112,1588,Betatorquevirus,MZ286234.1,MZ286234.1_1,655,5,Betatorquevirus
MZ286233.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP6_C7,2055263,Anelloviridae sp.,2937,blood,10,160,1177,Betatorquevirus,MZ286233.1,MZ286233.1_1,668,13,Betatorquevirus
MZ286231.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP6_C2,2055263,Anelloviridae sp.,2925,blood,30,268,1231,Betatorquevirus,MZ286231.1,MZ286231.1_1,678,7,Betatorquevirus
MZ286230.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP4_C2,2055263,Anelloviridae sp.,2848,blood,8,83,1785,Betatorquevirus,MZ286230.1,MZ286230.1_1,661,17,Betatorquevirus
MZ286229.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP4_C1,2055263,Anelloviridae sp.,2879,blood,5,88,1560,Betatorquevirus,MZ286229.1,MZ286229.1_1,659,15,Betatorquevirus
MZ286228.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP3_C14,2055263,Anelloviridae sp.,2808,blood,43,508,2011,Betatorquevirus,MZ286228.1,MZ286228.1_1,664,24,Betatorquevirus
MZ286226.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP1_C2,2055263,Anelloviridae sp.,2988,blood,33,1,1007,Betatorquevirus,MZ286226.1,MZ286226.1_1,668,5,Betatorquevirus
MZ286225.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C8,2055263,Anelloviridae sp.,2772,blood,54,542,2110,Betatorquevirus,MZ286225.1,MZ286225.1_1,627,3,Betatorquevirus
MZ286224.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C7,2055263,Anelloviridae sp.,2849,blood,289,484,1770,Betatorquevirus,MZ286224.1,MZ286224.1_1,657,25,Betatorquevirus
MZ286223.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C6,2055263,Anelloviridae sp.,2861,blood,138,362,1697,Unclassified,MZ286223.1,MZ286223.1_1,670,1,Gammatorquevirus
MZ286222.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C3,2055263,Anelloviridae sp.,2959,blood,16,194,1086,Alphatorquevirus,MZ286222.1,MZ286222.1_1,735,30,Alphatorquevirus
MZ286221.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C2,2055263,Anelloviridae sp.,3160,blood,56,376,892,Unclassified,MZ286221.1,MZ286221.1_1,763,30,Alphatorquevirus
MZ286220.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C1,2055263,Anelloviridae sp.,3532,blood,13,6,771,Alphatorquevirus,MZ286220.1,MZ286220.1_1,765,29,Alphatorquevirus
MZ286219.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP59_C3,2055263,Anelloviridae sp.,2861,blood,48,23,1696,Betatorquevirus,MZ286219.1,MZ286219.1_1,653,19,Betatorquevirus
MZ286218.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP59_C1,2055263,Anelloviridae sp.,3161,blood,24,44,890,Unclassified,MZ286218.1,MZ286218.1_1,756,29,Alphatorquevirus
MZ286217.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP58_C3,2055263,Anelloviridae sp.,2779,blood,318,987,2094,Unclassified,MZ286217.1,MZ286217.1_1,661,39,Gammatorquevirus
MZ286215.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP57_C1,2055263,Anelloviridae sp.,3809,blood,20,71,690,Alphatorquevirus,MZ286215.1,MZ286215.1_1,779,29,Alphatorquevirus
MZ286214.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP56_C7,2055263,Anelloviridae sp.,2777,blood,255,550,2101,Unclassified,MZ286214.1,MZ286214.1_1,661,39,Gammatorquevirus
MZ286209.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP55_C1,2055263,Anelloviridae sp.,3813,blood,56,108,687,Unclassified,MZ286209.1,MZ286209.1_1,769,30,Alphatorquevirus
MZ286207.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP53_C1,2055263,Anelloviridae sp.,3016,blood,12,294,959,Betatorquevirus,MZ286207.1,MZ286207.1_1,660,4,Betatorquevirus
MZ286206.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP52_C2,2055263,Anelloviridae sp.,3552,blood,35,18,762,Alphatorquevirus,MZ286206.1,MZ286206.1_1,760,29,Alphatorquevirus
MZ286205.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP52_C1,2055263,Anelloviridae sp.,3778,blood,16,4,701,Alphatorquevirus,MZ286205.1,MZ286205.1_1,739,30,Alphatorquevirus
MZ286203.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C27,2055263,Anelloviridae sp.,2443,blood,261,565,2240,Unclassified,MZ286203.1,MZ286203.1_1,662,39,Gammatorquevirus
MZ286202.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C26,2055263,Anelloviridae sp.,2463,blood,213,345,2236,Unclassified,MZ286202.1,MZ286202.1_1,670,40,Gammatorquevirus
MZ286201.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C25,2055263,Anelloviridae sp.,2463,blood,176,472,2235,Gammatorquevirus,MZ286201.1,MZ286201.1_1,660,38,Gammatorquevirus
MZ286200.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C24,2055263,Anelloviridae sp.,2492,blood,54,16,2229,Betatorquevirus,MZ286200.1,MZ286200.1_1,634,3,Betatorquevirus
MZ286199.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C23,2055263,Anelloviridae sp.,2506,blood,252,1017,2225,Unclassified,MZ286199.1,MZ286199.1_1,655,1,Gammatorquevirus
MZ286198.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C22,2055263,Anelloviridae sp.,2546,blood,253,526,2211,Unclassified,MZ286198.1,MZ286198.1_1,662,39,Gammatorquevirus
MZ286197.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C21,2055263,Anelloviridae sp.,2554,blood,257,545,2205,Unclassified,MZ286197.1,MZ286197.1_1,664,1,Gammatorquevirus
MZ286196.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C20,2055263,Anelloviridae sp.,2581,blood,51,152,2191,Betatorquevirus,MZ286196.1,MZ286196.1_1,663,5,Betatorquevirus
MZ286195.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C19,2055263,Anelloviridae sp.,2596,blood,95,372,2185,Betatorquevirus,MZ286195.1,MZ286195.1_1,670,17,Betatorquevirus
MZ286194.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C18,2055263,Anelloviridae sp.,2675,blood,232,390,2161,Betatorquevirus,MZ286194.1,MZ286194.1_1,671,8,Betatorquevirus
MZ286193.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C17,2055263,Anelloviridae sp.,2775,blood,39,52,2106,Betatorquevirus,MZ286193.1,MZ286193.1_1,645,2,Betatorquevirus
MZ286192.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C16,2055263,Anelloviridae sp.,2820,blood,43,251,1942,Betatorquevirus,MZ286192.1,MZ286192.1_1,663,24,Betatorquevirus
MZ286191.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C15,2055263,Anelloviridae sp.,2850,blood,177,926,1764,Gammatorquevirus,MZ286191.1,MZ286191.1_1,666,39,Gammatorquevirus
MZ286190.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C14,2055263,Anelloviridae sp.,2880,blood,12,57,1552,Betatorquevirus,MZ286190.1,MZ286190.1_1,653,4,Betatorquevirus
MZ286188.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C12,2055263,Anelloviridae sp.,2932,blood,16,4,1196,Alphatorquevirus,MZ286188.1,MZ286188.1_1,739,30,Alphatorquevirus
MZ286187.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C11,2055263,Anelloviridae sp.,2942,blood,264,535,1150,Betatorquevirus,MZ286187.1,MZ286187.1_1,680,11,Betatorquevirus
MZ286186.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C10,2055263,Anelloviridae sp.,2946,blood,14,360,1140,Alphatorquevirus,MZ286186.1,MZ286186.1_1,645,32,Alphatorquevirus
MZ286185.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C5,2055263,Anelloviridae sp.,3113,blood,14,11,909,Alphatorquevirus,MZ286185.1,MZ286185.1_1,648,32,Alphatorquevirus
MZ286184.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C4,2055263,Anelloviridae sp.,3537,blood,73,521,770,Alphatorquevirus,MZ286184.1,MZ286184.1_1,752,29,Alphatorquevirus
MZ286183.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C3,2055263,Anelloviridae sp.,3621,blood,14,145,749,Alphatorquevirus,MZ286183.1,MZ286183.1_1,661,32,Alphatorquevirus
MZ286182.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C2,2055263,Anelloviridae sp.,3651,blood,20,71,738,Alphatorquevirus,MZ286182.1,MZ286182.1_1,780,29,Alphatorquevirus
MZ286181.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C1,2055263,Anelloviridae sp.,3738,blood,32,722,713,Alphatorquevirus,MZ286181.1,MZ286181.1_1,741,31,Alphatorquevirus
MZ286180.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP49_C6,2055263,Anelloviridae sp.,2829,blood,92,262,1895,Betatorquevirus,MZ286180.1,MZ286180.1_1,639,2,Betatorquevirus
MZ286177.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP49_C2,2055263,Anelloviridae sp.,3181,blood,157,762,873,Unclassified,MZ286177.1,MZ286177.1_1,661,38,Gammatorquevirus
MZ286176.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP49_C1,2055263,Anelloviridae sp.,3275,blood,378,741,809,Unclassified,MZ286176.1,MZ286176.1_1,655,36,Unclassified
MZ286175.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP48_C8,2055263,Anelloviridae sp.,2539,blood,138,362,2215,Unclassified,MZ286175.1,MZ286175.1_1,670,1,Gammatorquevirus
MZ286173.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP48_C6,2055263,Anelloviridae sp.,2783,blood,121,986,2083,Gammatorquevirus,MZ286173.1,MZ286173.1_1,671,1,Gammatorquevirus
MZ286172.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP48_C5,2055263,Anelloviridae sp.,2921,blood,313,834,1255,Unclassified,MZ286172.1,MZ286172.1_1,662,39,Gammatorquevirus
MZ286171.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP48_C4,2055263,Anelloviridae sp.,2938,blood,108,705,1172,Betatorquevirus,MZ286171.1,MZ286171.1_1,678,18,Betatorquevirus
MZ286170.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP48_C2,2055263,Anelloviridae sp.,3367,blood,13,289,798,Alphatorquevirus,MZ286170.1,MZ286170.1_1,742,29,Alphatorquevirus
MZ286168.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C13,2055263,Anelloviridae sp.,2923,blood,24,44,1245,Unclassified,MZ286168.1,MZ286168.1_1,756,29,Alphatorquevirus
MZ286165.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C10,2055263,Anelloviridae sp.,2510,blood,138,1016,2224,Unclassified,MZ286165.1,MZ286165.1_1,672,1,Gammatorquevirus
MZ286164.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C9,2055263,Anelloviridae sp.,2517,blood,65,1015,2222,Gammatorquevirus,MZ286164.1,MZ286164.1_1,663,1,Gammatorquevirus
MZ286163.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C8,2055263,Anelloviridae sp.,2906,blood,0,3,1352,Betatorquevirus,MZ286163.1,MZ286163.1_1,663,2,Betatorquevirus
MZ286161.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C6,2055263,Anelloviridae sp.,3072,blood,71,195,924,Unclassified,MZ286161.1,MZ286161.1_1,773,29,Alphatorquevirus
MZ286160.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C5,2055263,Anelloviridae sp.,3076,blood,25,274,919,Alphatorquevirus,MZ286160.1,MZ286160.1_1,767,30,Alphatorquevirus
MZ286159.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C4,2055263,Anelloviridae sp.,3226,blood,65,149,834,Gammatorquevirus,MZ286159.1,MZ286159.1_1,667,1,Gammatorquevirus
MZ286158.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C3,2055263,Anelloviridae sp.,3353,blood,16,64,800,Alphatorquevirus,MZ286158.1,MZ286158.1_1,733,30,Alphatorquevirus
MZ286157.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C2,2055263,Anelloviridae sp.,3428,blood,35,221,793,Alphatorquevirus,MZ286157.1,MZ286157.1_1,760,29,Alphatorquevirus
MZ286156.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP47_C1,2055263,Anelloviridae sp.,3996,blood,16,4,665,Alphatorquevirus,MZ286156.1,MZ286156.1_1,739,30,Alphatorquevirus
MZ286154.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP46_C4,2055263,Anelloviridae sp.,2600,blood,211,358,2184,Unclassified,MZ286154.1,MZ286154.1_1,662,38,Gammatorquevirus
MZ286153.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP46_C3,2055263,Anelloviridae sp.,2963,blood,123,801,1061,Gammatorquevirus,MZ286153.1,MZ286153.1_1,658,1,Gammatorquevirus
MZ286152.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP46_C1,2055263,Anelloviridae sp.,3705,blood,24,44,724,Unclassified,MZ286152.1,MZ286152.1_1,756,29,Alphatorquevirus
MZ286151.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C9,2055263,Anelloviridae sp.,2895,blood,16,4,1450,Alphatorquevirus,MZ286151.1,MZ286151.1_1,739,30,Alphatorquevirus
MZ286150.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C8,2055263,Anelloviridae sp.,2517,blood,157,464,2221,Unclassified,MZ286150.1,MZ286150.1_1,661,38,Gammatorquevirus
MZ286149.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C7,2055263,Anelloviridae sp.,2645,blood,65,568,2169,Gammatorquevirus,MZ286149.1,MZ286149.1_1,659,1,Gammatorquevirus
MZ286148.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C6,2055263,Anelloviridae sp.,2816,blood,45,7,1961,Betatorquevirus,MZ286148.1,MZ286148.1_1,642,2,Betatorquevirus
MZ286147.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C5,2055263,Anelloviridae sp.,2822,blood,253,526,1933,Unclassified,MZ286147.1,MZ286147.1_1,662,39,Gammatorquevirus
MZ286144.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C2,2055263,Anelloviridae sp.,3146,blood,24,9,897,Unclassified,MZ286144.1,MZ286144.1_1,762,29,Alphatorquevirus
MZ286143.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP45_C1,2055263,Anelloviridae sp.,3551,blood,56,108,764,Unclassified,MZ286143.1,MZ286143.1_1,590,30,Alphatorquevirus
MZ286142.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP44_C3,2055263,Anelloviridae sp.,2936,blood,32,498,1181,Alphatorquevirus,MZ286142.1,MZ286142.1_1,744,31,Alphatorquevirus
MZ286141.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP44_C2,2055263,Anelloviridae sp.,3479,blood,173,298,786,Unclassified,MZ286141.1,MZ286141.1_1,733,30,Alphatorquevirus
MZ286140.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP44_C1,2055263,Anelloviridae sp.,3787,blood,32,729,698,Alphatorquevirus,MZ286140.1,MZ286140.1_1,739,31,Alphatorquevirus
