Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length
OZ258698.1,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,"",2809423,Gammatorquevirus sp.,3114,"",75,609,365,Gammatorquevirus,OZ258698.1,OZ258698.1_1,664
OZ258697.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,"",2809199,Betatorquevirus sp.,2996,"",7,174,618,Betatorquevirus,OZ258697.1,OZ258697.1_1,673
OZ258695.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3820,"",35,18,114,Alphatorquevirus,MZ286056.1,OZ258695.1_1,760
OZ258693.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3726,"",14,11,477,Alphatorquevirus,OZ258693.1,OZ258693.1_1,648
OZ258692.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3780,"",13,6,502,Alphatorquevirus,OZ258692.1,OZ258692.1_1,765
OZ258684.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3818,"",35,221,484,Alphatorquevirus,OZ258684.1,OZ258684.1_1,760
OZ258675.1,Alphatorquevirus homin20,Alphatorquevirus,Anelloviridae,"",3048422,Alphatorquevirus homin20,3474,"",73,671,620,Alphatorquevirus,OZ258675.1,OZ258675.1_1,761
OZ258672.1,Alphatorquevirus homin13,Alphatorquevirus,Anelloviridae,"",3048415,Alphatorquevirus homin13,3927,"",20,198,622,Alphatorquevirus,OZ258672.1,OZ258672.1_1,779
OZ258670.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3726,"",14,279,391,Alphatorquevirus,OZ258670.1,OZ258670.1_1,604
OZ258664.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3762,"",16,4,463,Alphatorquevirus,OZ258664.1,OZ258664.1_1,735
OZ258660.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3750,"",16,204,475,Alphatorquevirus,OZ258660.1,OZ258660.1_1,731
OZ258652.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3837,"",13,6,453,Alphatorquevirus,OZ258652.1,OZ258652.1_1,765
OZ258650.1,Betatorquevirus homini1,Betatorquevirus,Anelloviridae,"",3048395,Betatorquevirus homini1,2845,"",0,0,452,Betatorquevirus,OZ258650.1,OZ258650.1_1,658
OZ258639.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3817,"",35,221,483,Alphatorquevirus,OZ258684.1,OZ258639.1_1,760
OZ258632.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3712,"",14,145,435,Alphatorquevirus,OZ258632.1,OZ258632.1_1,641
OZ258626.1,Betatorquevirus homini38,Betatorquevirus,Anelloviridae,"",3052024,Betatorquevirus homini38,2836,"",9,369,456,Betatorquevirus,OZ258626.1,OZ258626.1_1,665
OZ258620.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3724,"",14,11,137,Alphatorquevirus,OZ258620.1,OZ258620.1_1,648
OZ258617.1,Alphatorquevirus homin13,Alphatorquevirus,Anelloviridae,"",3048415,Alphatorquevirus homin13,3896,"",20,87,485,Alphatorquevirus,OZ258617.1,OZ258617.1_1,782
OZ258613.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,"",2809199,Betatorquevirus sp.,2824,"",111,109,1926,Betatorquevirus,KU243129.1,OZ258613.1_1,646
OZ258612.1,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,"",2809145,Alphatorquevirus sp.,3766,"",136,269,707,Alphatorquevirus,OZ258612.1,OZ258612.1_1,750
OZ258610.1,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,"",2809423,Gammatorquevirus sp.,3230,"",75,276,828,Gammatorquevirus,OZ258610.1,OZ258610.1_1,667
OR197588.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2857,"",39,543,1719,Betatorquevirus,OR197588.1,OR197588.1_1,661
OR148955.1,Anellovirus D_HF7_66,Unclassified,Anelloviridae,D_HF7_66,3071193,Anellovirus D_HF7_66,3789,"",13,6,697,Alphatorquevirus,OR148955.1,OR148955.1_1,767
OR148954.1,Anellovirus D_HF6_591,Unclassified,Anelloviridae,D_HF6_591,3071192,Anellovirus D_HF6_591,2876,"",114,403,1591,Betatorquevirus,OR148954.1,OR148954.1_1,670
OR148953.1,Anellovirus D_HF6_322,Unclassified,Anelloviridae,D_HF6_322,3071191,Anellovirus D_HF6_322,3780,"",13,6,700,Alphatorquevirus,OR148953.1,OR148953.1_1,765
OQ283124.1,Anelloviridae sp.,Unclassified,Anelloviridae,humanfe115av01,2055263,Anelloviridae sp.,3512,feces,56,202,777,Unclassified,OQ283124.1,OQ283124.1_1,764
OP985295.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,TTMV/hb046-anello-1,93678,TTV-like mini virus,2952,blood,4,49,9,Betatorquevirus,MN769998.1,OP985295.1_1,673
OP985294.1,Torque teno virus,Unclassified,Anelloviridae,TTV/hb036-anello-1,68887,Torque teno virus,3721,blood,13,6,717,Alphatorquevirus,OP985294.1,OP985294.1_1,764
OP985293.1,Torque teno virus,Unclassified,Anelloviridae,TTV/hb036-anello-2,68887,Torque teno virus,3609,blood,13,6,750,Alphatorquevirus,OP985293.1,OP985293.1_1,763
OP549860.1,Torque teno midi virus,Unclassified,Anelloviridae,UC156V1_C016,432261,Torque teno midi virus,3213,vagina,65,750,847,Gammatorquevirus,OP549860.1,OP549860.1_1,664
OP549859.1,Torque teno midi virus,Unclassified,Anelloviridae,UC145V1_C197,432261,Torque teno midi virus,3248,vagina,205,523,815,Unclassified,OP549859.1,OP549859.1_1,676
OP549858.1,Torque teno midi virus,Unclassified,Anelloviridae,UC008V3_C344,432261,Torque teno midi virus,3156,vagina,214,768,894,Unclassified,OP549858.1,OP549858.1_1,645
OP168886.1,Torque teno virus,Unclassified,Anelloviridae,TTVH5UY,68887,Torque teno virus,3914,"",20,198,670,Alphatorquevirus,AY823989.1,OP168886.1_1,774
OK574443.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBND3F,2809199,Betatorquevirus sp.,2831,blood,48,488,1885,Betatorquevirus,OK574443.1,OK574443.1_1,645
OK574439.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBND77,2809199,Betatorquevirus sp.,2898,blood,18,386,1423,Betatorquevirus,OK574439.1,OK574439.1_1,667
OK574437.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNR3R,2809199,Betatorquevirus sp.,2829,blood,50,13,1896,Betatorquevirus,OK574437.1,OK574437.1_1,662
OK574436.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNFGK,2809199,Betatorquevirus sp.,2815,blood,42,503,1967,Betatorquevirus,OK574436.1,OK574436.1_1,666
OK574434.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDUT,2809199,Betatorquevirus sp.,2931,blood,36,520,1205,Betatorquevirus,OK574434.1,OK574434.1_1,670
OK574428.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBN8DQ,2809199,Betatorquevirus sp.,2816,blood,69,516,1962,Betatorquevirus,OK574428.1,OK574428.1_1,639
OK574427.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNG74,2809199,Betatorquevirus sp.,2981,blood,335,795,1024,Betatorquevirus,OK574427.1,OK574427.1_1,686
OK574426.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNRWQ,2809199,Betatorquevirus sp.,2863,blood,285,908,1682,Betatorquevirus,OK574426.1,OK574426.1_1,674
OK574422.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNGWC,2809199,Betatorquevirus sp.,2875,blood,18,191,1600,Betatorquevirus,OK574422.1,OK574422.1_1,664
OK574421.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDEE,2809199,Betatorquevirus sp.,2853,blood,61,68,1745,Betatorquevirus,OK574421.1,OK574421.1_1,649
OK574418.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNFJR,2809199,Betatorquevirus sp.,2752,blood,288,566,2136,Betatorquevirus,OK574418.1,OK574418.1_1,651
OK574415.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNGAR,2809199,Betatorquevirus sp.,2809,blood,115,967,2002,Betatorquevirus,OK574415.1,OK574415.1_1,654
OK574414.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDSM,2809199,Betatorquevirus sp.,2863,blood,141,146,1681,Betatorquevirus,OK574414.1,OK574414.1_1,661
OK574412.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBND1U,2809199,Betatorquevirus sp.,2901,blood,47,854,1399,Betatorquevirus,OK574412.1,OK574412.1_1,680
OK574411.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDWX,2809199,Betatorquevirus sp.,2840,blood,39,65,1833,Betatorquevirus,OK574411.1,OK574411.1_1,652
OK574410.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNRC9,2809199,Betatorquevirus sp.,2860,blood,363,468,1703,Betatorquevirus,OK574410.1,OK574410.1_1,649
OK574409.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNGSE,2809199,Betatorquevirus sp.,2962,blood,1,5,341,Betatorquevirus,MZ286279.1,OK574409.1_1,663
OK574405.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNFOI,2809199,Betatorquevirus sp.,2978,blood,37,58,1032,Betatorquevirus,OK574405.1,OK574405.1_1,685
OK574402.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNF9Z,2809199,Betatorquevirus sp.,2903,blood,17,352,1379,Betatorquevirus,OK574402.1,OK574402.1_1,673
OK574395.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNF1T,2809199,Betatorquevirus sp.,2810,blood,0,214,1998,Betatorquevirus,OK574395.1,OK574395.1_1,654
OK574394.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDQH,2809199,Betatorquevirus sp.,2930,blood,36,500,1211,Betatorquevirus,OK574394.1,OK574394.1_1,671
OK574388.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNF59,2809199,Betatorquevirus sp.,2866,blood,142,150,1659,Betatorquevirus,OK574388.1,OK574388.1_1,660
OK574387.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNG3N,2809199,Betatorquevirus sp.,2967,blood,7,162,1055,Betatorquevirus,OK574387.1,OK574387.1_1,678
OK574383.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBN8M6,2809199,Betatorquevirus sp.,2901,blood,327,853,1398,Betatorquevirus,OK574383.1,OK574383.1_1,655
OK574382.1,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,TF1YBNFTU,2809423,Gammatorquevirus sp.,3175,blood,123,764,879,Gammatorquevirus,OK574382.1,OK574382.1_1,656
OK574375.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNR11,2809199,Betatorquevirus sp.,2846,blood,19,602,334,Betatorquevirus,MN771144.1,OK574375.1_1,653
OK574374.1,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,TF1YBNF3D,2809423,Gammatorquevirus sp.,3241,blood,93,745,821,Gammatorquevirus,OK574374.1,OK574374.1_1,672
OK574371.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNRTW,2809199,Betatorquevirus sp.,2863,blood,124,907,1680,Betatorquevirus,OK574371.1,OK574371.1_1,657
OK574370.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNFH7,2809199,Betatorquevirus sp.,2958,blood,60,182,1091,Betatorquevirus,OK574370.1,OK574370.1_1,675
OK574365.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDFQ,2809199,Betatorquevirus sp.,2842,blood,101,92,1817,Betatorquevirus,OK574365.1,OK574365.1_1,664
OK574363.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNFZ8,2809199,Betatorquevirus sp.,2953,blood,7,812,1110,Betatorquevirus,OK574363.1,OK574363.1_1,669
OK574362.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNRX3,2809199,Betatorquevirus sp.,2805,blood,202,971,2021,Betatorquevirus,OK574362.1,OK574362.1_1,662
OK574352.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNGHH,2809199,Betatorquevirus sp.,2939,blood,1,273,1167,Betatorquevirus,OK574352.1,OK574352.1_1,668
OK574350.1,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,TF1YBNDCY,2809199,Betatorquevirus sp.,2900,blood,60,258,1412,Betatorquevirus,OK574350.1,OK574350.1_1,666
OK574345.1,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,TF1YBNDZJ,2809423,Gammatorquevirus sp.,3205,blood,308,752,853,Gammatorquevirus,OK574345.1,OK574345.1_1,661
NC_076339.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2907,"",52,32,611,Betatorquevirus,MK212031.1,NC_076339.1_1,669
NC_076234.1,Betatorquevirus homini10,Betatorquevirus,Anelloviridae,"",2065036,Torque teno mini virus 10,2839,cerebrospinal fluid,64,10,411,Gammatorquevirus,MH017563.1,NC_076234.1_1,657
NC_076233.1,Betatorquevirus homini10,Betatorquevirus,Anelloviridae,"",2065036,Torque teno mini virus 10,2892,cerebrospinal fluid,10,14,45,Betatorquevirus,MN770514.1,NC_076233.1_1,663
NC_076168.1,Torque teno virus,Unclassified,Anelloviridae,"",68887,Torque teno virus,2810,"",42,21,517,Betatorquevirus,LC381845.1,NC_076168.1_1,663
NC_076166.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,zhenjiang,93678,TTV-like mini virus,2943,"",262,67,616,Betatorquevirus,KY856742.1,NC_076166.1_1,680
NC_076162.1,Betatorquevirus homini26,Betatorquevirus,Anelloviridae,SHA,2057931,Torque teno mini virus SHA,2880,blood,4,91,608,Betatorquevirus,KY462770.1,NC_076162.1_1,663
NC_076156.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,Emory2,93678,TTV-like mini virus,2938,brain_tumor,189,416,615,Betatorquevirus,KX810064.1,NC_076156.1_1,676
NC_076155.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,Emory1,93678,TTV-like mini virus,2830,brain_tumor,23,28,10,Betatorquevirus,MN769350.1,NC_076155.1_1,663
NC_076135.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,D11,93678,TTV-like mini virus,2853,blood,5,277,256,Betatorquevirus,KF764701.1,NC_076135.1_1,662
NC_076131.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,TTMV_LY3,93678,TTV-like mini virus,2915,"",12,115,209,Betatorquevirus,JX134046.1,NC_076131.1_1,658
NC_075447.1,Anelloviridae sp.,Unclassified,Anelloviridae,"",2055263,Anelloviridae sp.,2919,"",152,170,147,Hetorquevirus,MK212032.1,NC_075447.1_1,664
NC_075380.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcf040,2055263,Anelloviridae sp.,2550,blood,230,208,515,Betatorquevirus,MH648907.1,NC_075380.1_1,662
NC_075379.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcd026,2055263,Anelloviridae sp.,1871,blood,193,341,590,Betatorquevirus,MH648910.1,NC_075379.1_1,498
NC_075378.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctea38,2055263,Anelloviridae sp.,2679,blood,234,667,598,Betatorquevirus,MH648912.1,NC_075378.1_1,665
NC_075377.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctei055,2055263,Anelloviridae sp.,2407,blood,296,627,444,Unclassified,MH648966.1,NC_075377.1_1,535
NC_075376.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbf014,2055263,Anelloviridae sp.,2691,blood,9,148,600,Betatorquevirus,MH648982.1,NC_075376.1_1,661
NC_075375.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbd020,2055263,Anelloviridae sp.,2368,blood,297,666,595,Unclassified,MH648986.1,NC_075375.1_1,669
NC_075374.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctga035,2055263,Anelloviridae sp.,2854,blood,163,265,490,Betatorquevirus,MH648989.1,NC_075374.1_1,657
NC_075373.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbb016,2055263,Anelloviridae sp.,2810,blood,45,7,602,Betatorquevirus,MH649017.1,NC_075373.1_1,642
NC_075372.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbi042,2055263,Anelloviridae sp.,1744,blood,283,662,589,Unclassified,MH649029.1,NC_075372.1_1,498
NC_075371.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbf050,2055263,Anelloviridae sp.,2536,blood,243,412,596,Unclassified,MH649114.1,NC_075371.1_1,643
NC_075370.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbc019,2055263,Anelloviridae sp.,2668,blood,51,152,597,Betatorquevirus,MH649141.1,NC_075370.1_1,662
NC_075369.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbg056,2055263,Anelloviridae sp.,2381,blood,100,54,481,Betatorquevirus,MH649209.1,NC_075369.1_1,564
NC_038361.1,Gammatorquevirus homidi14,Gammatorquevirus,Anelloviridae,MDJN97,2065055,Torque teno midi virus 14,3223,blood,75,276,839,Gammatorquevirus,AB303566.1,NC_038361.1_1,667
NC_038360.1,Gammatorquevirus homidi13,Gammatorquevirus,Anelloviridae,MDJN69,2065054,Torque teno midi virus 13,3230,blood,155,587,827,Gammatorquevirus,AB303564.1,NC_038360.1_1,670
NC_038359.1,Gammatorquevirus homidi12,Gammatorquevirus,Anelloviridae,MDJN51,2065053,Torque teno midi virus 12,3187,blood,177,559,866,Gammatorquevirus,NC_038359.1,NC_038359.1_1,664
NC_038358.1,Gammatorquevirus homidi11,Gammatorquevirus,Anelloviridae,MDJN47,2065052,Torque teno midi virus 11,3198,blood,176,591,286,Gammatorquevirus,AB303561.1,NC_038358.1_1,664
NC_038357.1,Gammatorquevirus homidi10,Gammatorquevirus,Anelloviridae,MDJN14,2065051,Torque teno midi virus 10,3175,blood,158,348,317,Gammatorquevirus,AB303560.1,NC_038357.1_1,663
NC_038356.1,Gammatorquevirus homidi9,Gammatorquevirus,Anelloviridae,MDJN2,2065050,Torque teno midi virus 9,3187,blood,258,598,312,Gammatorquevirus,AB303559.1,NC_038356.1_1,658
NC_038355.1,Gammatorquevirus homidi8,Gammatorquevirus,Anelloviridae,MDJN1,2065049,Torque teno midi virus 8,3223,blood,65,340,838,Gammatorquevirus,AB303558.1,NC_038355.1_1,669
NC_038354.1,Gammatorquevirus homidi7,Gammatorquevirus,Anelloviridae,MDJHem3-2,2065048,Torque teno midi virus 7,3197,blood,75,618,417,Gammatorquevirus,AB303554.1,NC_038354.1_1,664
NC_038353.1,Gammatorquevirus homidi6,Gammatorquevirus,Anelloviridae,MDJHem3-1,2065047,Torque teno midi virus 6,3198,blood,122,594,301,Gammatorquevirus,AB303553.1,NC_038353.1_1,666
NC_038352.1,Gammatorquevirus homidi5,Gammatorquevirus,Anelloviridae,MDJHem2,2065046,Torque teno midi virus 5,3208,blood,112,383,850,Gammatorquevirus,AB303552.1,NC_038352.1_1,664
NC_038351.1,Gammatorquevirus homidi4,Gammatorquevirus,Anelloviridae,6PoSMA,2065045,Torque teno midi virus 4,2454,blood,323,1023,2238,Gammatorquevirus,NC_038351.1,NC_038351.1_1,658
NC_038350.1,Gammatorquevirus homidi3,Gammatorquevirus,Anelloviridae,2PoSMA,2065044,Torque teno midi virus 3,2002,blood,325,1031,2269,Gammatorquevirus,NC_038350.1,NC_038350.1_1,533
NC_038347.1,Betatorquevirus homini12,Betatorquevirus,Anelloviridae,LIL-y3,2065038,Torque teno mini virus 12,2912,blood,55,140,1315,Betatorquevirus,MW455434.1,NC_038347.1_1,661
NC_038346.1,Betatorquevirus homini11,Betatorquevirus,Anelloviridae,LIL-y2,2065037,Torque teno mini virus 11,2871,blood,69,56,1628,Betatorquevirus,NC_038346.1,NC_038346.1_1,662
NC_038345.1,Betatorquevirus homini10,Betatorquevirus,Anelloviridae,LIL-y1,2065036,Torque teno mini virus 10,2887,blood,164,259,1515,Betatorquevirus,NC_038345.1,NC_038345.1_1,650
NC_038337.1,Alphatorquevirus homin9,Alphatorquevirus,Anelloviridae,BM1C,687348,Torque teno virus 9,3064,bone,203,510,930,Alphatorquevirus,NC_038337.1,NC_038337.1_1,409
NC_030297.1,Betatorquevirus homini18,Betatorquevirus,Anelloviridae,222,1859149,Torque teno mini virus 18,2803,oronasopharynx,39,52,464,Betatorquevirus,KU041847.1,NC_030297.1_1,646
NC_025727.1,Betatorquevirus homini16,Betatorquevirus,Anelloviridae,TTMV-ALH8,1535291,Torque teno mini virus ALH8,2855,oronasopharynx,19,24,513,Betatorquevirus,KM259874.1,NC_025727.1_1,656
NC_025726.1,Betatorquevirus homini27,Betatorquevirus,Anelloviridae,TTMV-ALA22,1535290,Torque teno mini virus ALA22,2914,oronasopharynx,17,42,387,Betatorquevirus,KM259873.1,NC_025726.1_1,674
NC_022789.1,Gyrovirus homsa2,Gyrovirus,Anelloviridae,"",1415628,Gyrovirus Tu789,2282,feces,299,665,594,Gyrovirus,KF294862.1,NC_022789.1_1,453
NC_022788.1,Gyrovirus homsa4,Gyrovirus,Anelloviridae,"",1415627,Gyrovirus Tu243,2020,feces,301,663,591,Gyrovirus,KF294861.1,NC_022788.1_1,356
NC_020498.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,TTMV_LY1,93678,TTV-like mini virus,2912,"",2,134,474,Betatorquevirus,JX134044.1,NC_020498.1_1,672
NC_018401.1,Gyrovirus homsa3,Gyrovirus,Anelloviridae,"",1214955,Gyrovirus 4,2034,"",300,664,592,Gyrovirus,JX310702.1,NC_018401.1_1,352
NC_017091.1,Gyrovirus homsa1,Gyrovirus,Anelloviridae,"",1163715,Gyrovirus GyV3,2359,feces,298,646,532,Gyrovirus,JQ308210.1,NC_017091.1_1,463
NC_014097.1,Betatorquevirus homini1,Betatorquevirus,Anelloviridae,TLMV-CBD279,687369,Torque teno mini virus 1,2856,"",0,82,604,Betatorquevirus,AB026931.1,NC_014097.1_1,662
NC_014095.1,Betatorquevirus homini6,Betatorquevirus,Anelloviridae,TLMV-CBD203,687374,Torque teno mini virus 6,2897,"",197,379,609,Betatorquevirus,AB026929.1,NC_014095.1_1,656
NC_014093.1,Gammatorquevirus homidi2,Gammatorquevirus,Anelloviridae,MD2-013,687380,Torque teno midi virus 2,3253,blood,93,370,357,Gammatorquevirus,AB290919.1,NC_014093.1_1,677
NC_014089.1,Betatorquevirus homini5,Betatorquevirus,Anelloviridae,TGP96,687373,Torque teno mini virus 5,2908,"",6,19,445,Betatorquevirus,AB041962.1,NC_014089.1_1,671
NC_014068.1,Betatorquevirus homini8,Betatorquevirus,Anelloviridae,PB4TL,687376,Torque teno mini virus 8,2910,"",128,248,85,Betatorquevirus,AF291073.1,NC_014068.1_1,675
NC_009225.1,Gammatorquevirus homidi1,Gammatorquevirus,Anelloviridae,MD1-032,687379,Torque teno midi virus 1,3245,blood,121,185,291,Gammatorquevirus,AB290917.1,NC_009225.1_1,673
NC_007014.1,Small anellovirus,Unclassified,Anelloviridae,"",289367,Small anellovirus 2,2635,"",93,371,547,Gammatorquevirus,AY622909.1,NC_007014.1_1,502
NC_007013.1,Small anellovirus,Unclassified,Anelloviridae,"",289366,Small anellovirus 1,2249,"",121,185,593,Gammatorquevirus,AB290918.1,NC_007013.1_1,626
MZ825126.1,Anelloviridae sp.,Unclassified,Anelloviridae,SPI29_C3,2055263,Anelloviridae sp.,2972,blood,1,110,1046,Betatorquevirus,MZ825126.1,MZ825126.1_1,670
MZ286293.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C5,2055263,Anelloviridae sp.,2834,blood,39,65,630,Betatorquevirus,MN770146.1,MZ286293.1_1,649
MZ286292.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP60_C4,2055263,Anelloviridae sp.,2889,blood,141,146,1504,Betatorquevirus,MZ286292.1,MZ286292.1_1,662
MZ286291.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP59_C2,2055263,Anelloviridae sp.,2824,blood,9,213,414,Betatorquevirus,MZ286291.1,MZ286291.1_1,665
MZ286290.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP58_C2,2055263,Anelloviridae sp.,2834,blood,163,946,1867,Betatorquevirus,MZ286290.1,MZ286290.1_1,658
MZ286289.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP57_C2,2055263,Anelloviridae sp.,2847,blood,0,3,1789,Betatorquevirus,MZ286289.1,MZ286289.1_1,662
MZ286288.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP56_C6,2055263,Anelloviridae sp.,2898,blood,5,589,279,Betatorquevirus,MZ286288.1,MZ286288.1_1,668
MZ286287.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP56_C4,2055263,Anelloviridae sp.,2778,blood,111,109,2098,Betatorquevirus,MN770885.1,MZ286287.1_1,644
MZ286286.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP56_C3,2055263,Anelloviridae sp.,2837,blood,9,539,1849,Betatorquevirus,MZ286286.1,MZ286286.1_1,663
MZ286285.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP52_C3,2055263,Anelloviridae sp.,2963,blood,37,58,1063,Betatorquevirus,MZ286285.1,MZ286285.1_1,681
MZ286284.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C9,2055263,Anelloviridae sp.,2907,blood,41,193,1348,Betatorquevirus,MZ286284.1,MZ286284.1_1,675
MZ286283.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C8,2055263,Anelloviridae sp.,2837,blood,0,0,336,Betatorquevirus,MW455411.1,MZ286283.1_1,659
MZ286282.1,Anelloviridae sp.,Unclassified,Anelloviridae,SP51_C7,2055263,Anelloviridae sp.,2958,blood,224,375,1090,Betatorquevirus,MZ286282.1,MZ286282.1_1,667
