Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
OZ258632.1,GenBank,,,SAMEA118254624,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS04018_18, complete genome",3712,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258639.1,GenBank,,,SAMEA118254624,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS04018_3, complete genome",3817,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258650.1,GenBank,,,SAMEA118254624,PRJEB89271,Betatorquevirus homini1,Betatorquevirus homini1,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus homini1, isolate HS04018_55, complete genome",2845,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258652.1,GenBank,,,SAMEA118254624,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS04018_7, complete genome",3837,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258660.1,GenBank,,,SAMEA118254625,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS04020_14, complete genome",3750,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258664.1,GenBank,,,SAMEA118254625,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS04020_5, complete genome",3762,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258670.1,GenBank,,,SAMEA118254626,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS05021_4, complete genome",3726,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258672.1,GenBank,,,SAMEA118254627,PRJEB89271,Alphatorquevirus homin13,Alphatorquevirus homin13,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus homin13, isolate HS05024_1, complete genome",3927,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258675.1,GenBank,,,SAMEA118254630,PRJEB89271,Alphatorquevirus homin20,Alphatorquevirus homin20,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus homin20, isolate HS08002_1, complete genome",3474,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258684.1,GenBank,,,SAMEA118254635,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS10030_5, complete genome",3818,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258692.1,GenBank,,,SAMEA118254640,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS10168_2, complete genome",3780,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258693.1,GenBank,,,SAMEA118254640,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS10168_3, complete genome",3726,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258695.1,GenBank,,,SAMEA118254642,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS10271_2, complete genome",3820,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258697.1,GenBank,,,SAMEA118254644,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS11004_1, complete genome",2996,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258698.1,GenBank,,,SAMEA118254645,PRJEB89271,Gammatorquevirus sp.,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,,,,"Gammatorquevirus sp., isolate HS11034_1, complete genome",3114,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258700.1,GenBank,,,SAMEA118254645,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS11034_2, complete genome",3783,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258701.1,GenBank,,,SAMEA118254645,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS11034_3, complete genome",3724,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258705.1,GenBank,,,SAMEA118254646,PRJEB89271,Gammatorquevirus sp.,Gammatorquevirus sp.,Gammatorquevirus,Anelloviridae,,,,"Gammatorquevirus sp., isolate HS12005_1, complete genome",3222,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258707.1,GenBank,,,SAMEA118254647,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12006_2, complete genome",2869,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258709.1,GenBank,,,SAMEA118254648,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12008_2, complete genome",3744,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258711.1,GenBank,,,SAMEA118254649,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12010_2, complete genome",2782,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258712.1,GenBank,,,SAMEA118254650,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12012_1, complete genome",2725,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258713.1,GenBank,,,SAMEA118254650,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12012_2, complete genome",2811,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258714.1,GenBank,,,SAMEA118254651,PRJEB89271,Hetorquevirus hominid6,Hetorquevirus hominid6,Hetorquevirus,Anelloviridae,,,,"Hetorquevirus hominid6, isolate HS12013_1, complete genome",2895,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258715.1,GenBank,,,SAMEA118254652,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12023_1, complete genome",2879,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258716.1,GenBank,,,SAMEA118254653,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12029_1, complete genome",2978,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258719.1,GenBank,,,SAMEA118254653,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12029_2, complete genome",3473,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258721.1,GenBank,,,SAMEA118254653,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12029_4, complete genome",2952,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258723.1,GenBank,,,SAMEA118254653,PRJEB89271,Betatorquevirus homini36,Betatorquevirus homini36,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus homini36, isolate HS12029_6, complete genome",2810,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258724.1,GenBank,,,SAMEA118254653,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12029_7, complete genome",2958,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258725.1,GenBank,,,SAMEA118254653,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12029_8, complete genome",2904,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258726.1,GenBank,,,SAMEA118254653,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12029_9, complete genome",2904,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258728.1,GenBank,,,SAMEA118254655,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12039_1, complete genome",2908,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258729.1,GenBank,,,SAMEA118254655,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12039_2, complete genome",2888,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258730.1,GenBank,,,SAMEA118254655,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12039_3, complete genome",3473,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258731.1,GenBank,,,SAMEA118254656,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12040_1, complete genome",2948,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258736.1,GenBank,,,SAMEA118254658,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12055_1, complete genome",2811,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258737.1,GenBank,,,SAMEA118254659,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12062_1, complete genome",2873,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258739.1,GenBank,,,SAMEA118254660,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12074_1, complete genome",2933,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258741.1,GenBank,,,SAMEA118254661,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12077_1, complete genome",2856,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258742.1,GenBank,,,SAMEA118254662,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12084_1, complete genome",3726,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258744.1,GenBank,,,SAMEA118254664,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12100_1, complete genome",3832,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258747.1,GenBank,,,SAMEA118254666,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12112_1, complete genome",2872,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258748.1,GenBank,,,SAMEA118254667,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12117_1, complete genome",2946,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258750.1,GenBank,,,SAMEA118254667,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12117_3, complete genome",3809,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258751.1,GenBank,,,SAMEA118254668,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12120_1, complete genome",2681,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258753.1,GenBank,,,SAMEA118254670,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12132_2, complete genome",2829,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258761.1,GenBank,,,SAMEA118254674,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12145_1, complete genome",2867,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258763.1,GenBank,,,SAMEA118254674,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12145_3, complete genome",2972,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258764.1,GenBank,,,SAMEA118254675,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12147_1, complete genome",2861,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258769.1,GenBank,,,SAMEA118254677,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12159_4, complete genome",2951,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258770.1,GenBank,,,SAMEA118254677,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12159_5, complete genome",2833,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258771.1,GenBank,,,SAMEA118254677,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12159_6, complete genome",2824,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258773.1,GenBank,,,SAMEA118254678,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12161_1, complete genome",2949,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258775.1,GenBank,,,SAMEA118254680,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12175_1, complete genome",2908,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258776.1,GenBank,,,SAMEA118254681,PRJEB89271,Anellovirus sp.,Anellovirus sp.,,Anelloviridae,,,,"Anellovirus sp., isolate HS12177_1, complete genome",2892,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258777.1,GenBank,,,SAMEA118254681,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12177_2, complete genome",2859,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258778.1,GenBank,,,SAMEA118254681,PRJEB89271,Betatorquevirus homini15,Betatorquevirus homini15,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus homini15, isolate HS12177_3, complete genome",2935,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258785.1,GenBank,,,SAMEA118254685,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS12190_2, complete genome",3882,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258790.1,GenBank,,,SAMEA118254686,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12195_1, complete genome",2901,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258791.1,GenBank,,,SAMEA118254686,PRJEB89271,Anellovirus sp.,Anellovirus sp.,,Anelloviridae,,,,"Anellovirus sp., isolate HS12195_2, complete genome",2792,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258793.1,GenBank,,,SAMEA118254688,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12210_1, complete genome",2902,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258797.1,GenBank,,,SAMEA118254691,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS12231_1, complete genome",2958,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258798.1,GenBank,,,SAMEA118254692,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS13031_1, complete genome",2928,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258799.1,GenBank,,,SAMEA118254692,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS13031_2, complete genome",3757,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258803.1,GenBank,,,SAMEA118254694,PRJEB89271,Alphatorquevirus sp.,Alphatorquevirus sp.,Alphatorquevirus,Anelloviridae,,,,"Alphatorquevirus sp., isolate HS13042_2, complete genome",3687,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258804.1,GenBank,,,SAMEA118254695,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS13045_1, complete genome",2720,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
OZ258807.1,GenBank,,,SAMEA118254696,PRJEB89271,Betatorquevirus sp.,Betatorquevirus sp.,Betatorquevirus,Anelloviridae,,,,"Betatorquevirus sp., isolate HS13048_4, complete genome",2940,complete,Thailand,Thailand,,Homo sapiens,,"Parkbhorn,J.","CENMIG, 272 Rama VI Road, Ratchathewi",Thailand,,,2025-05-17,ssDNA(-)
