Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
OZ258904.1	PRJEB89271	SAMEA118254640	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3780				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258896.1	PRJEB89271	SAMEA118254635	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3818				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258887.1	PRJEB89271	SAMEA118254630	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3474				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus homin20		3048422
OZ258884.1	PRJEB89271	SAMEA118254627	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3927				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus homin13		3048415
OZ258882.1	PRJEB89271	SAMEA118254626	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3726				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258876.1	PRJEB89271	SAMEA118254625	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3762				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258872.1	PRJEB89271	SAMEA118254625	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3750				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258864.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3837				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258862.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2845				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus homini1		3048395
OZ258851.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3817				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258844.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3712				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258838.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2836				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus homini38		3052024
OZ258832.1	PRJEB89271	SAMEA118254622	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3724				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258829.1	PRJEB89271	SAMEA118254622	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3896				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus homin13		3048415
OZ258816.1	PRJEB89271	SAMEA118254701	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3150				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258810.1	PRJEB89271	SAMEA118254698	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2898				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258809.1	PRJEB89271	SAMEA118254697	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2908				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258807.1	PRJEB89271	SAMEA118254696	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2940				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258804.1	PRJEB89271	SAMEA118254695	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2720				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258803.1	PRJEB89271	SAMEA118254694	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3687				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258799.1	PRJEB89271	SAMEA118254692	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3757				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258798.1	PRJEB89271	SAMEA118254692	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2928				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258797.1	PRJEB89271	SAMEA118254691	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2958				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258793.1	PRJEB89271	SAMEA118254688	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2902				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258791.1	PRJEB89271	SAMEA118254686	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2792				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Anellovirus sp.		3041468
OZ258790.1	PRJEB89271	SAMEA118254686	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2901				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258785.1	PRJEB89271	SAMEA118254685	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3882				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258778.1	PRJEB89271	SAMEA118254681	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2935				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus homini15		3052003
OZ258777.1	PRJEB89271	SAMEA118254681	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2859				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258776.1	PRJEB89271	SAMEA118254681	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2892				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Anellovirus sp.		3041468
OZ258775.1	PRJEB89271	SAMEA118254680	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2908				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258773.1	PRJEB89271	SAMEA118254678	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2949				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258771.1	PRJEB89271	SAMEA118254677	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2824				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258770.1	PRJEB89271	SAMEA118254677	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2833				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258769.1	PRJEB89271	SAMEA118254677	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2951				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258764.1	PRJEB89271	SAMEA118254675	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2861				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258763.1	PRJEB89271	SAMEA118254674	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2972				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258761.1	PRJEB89271	SAMEA118254674	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2867				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258753.1	PRJEB89271	SAMEA118254670	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2829				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258751.1	PRJEB89271	SAMEA118254668	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2681				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258750.1	PRJEB89271	SAMEA118254667	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3809				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258748.1	PRJEB89271	SAMEA118254667	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2946				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258747.1	PRJEB89271	SAMEA118254666	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2872				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258744.1	PRJEB89271	SAMEA118254664	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3832				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258742.1	PRJEB89271	SAMEA118254662	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3726				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258741.1	PRJEB89271	SAMEA118254661	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2856				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258739.1	PRJEB89271	SAMEA118254660	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2933				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258737.1	PRJEB89271	SAMEA118254659	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2873				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258736.1	PRJEB89271	SAMEA118254658	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2811				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258731.1	PRJEB89271	SAMEA118254656	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2948				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258730.1	PRJEB89271	SAMEA118254655	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3473				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258729.1	PRJEB89271	SAMEA118254655	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2888				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258728.1	PRJEB89271	SAMEA118254655	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2908				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258726.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2904				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258725.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2904				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258724.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2958				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258723.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2810				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus homini36		3052022
OZ258721.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2952				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258719.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3473				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258716.1	PRJEB89271	SAMEA118254653	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2978				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258715.1	PRJEB89271	SAMEA118254652	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2879				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258714.1	PRJEB89271	SAMEA118254651	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2895				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Hetorquevirus hominid6		3163396
OZ258713.1	PRJEB89271	SAMEA118254650	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2811				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258712.1	PRJEB89271	SAMEA118254650	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2725				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258711.1	PRJEB89271	SAMEA118254649	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2782				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258709.1	PRJEB89271	SAMEA118254648	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3744				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258707.1	PRJEB89271	SAMEA118254647	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2869				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258705.1	PRJEB89271	SAMEA118254646	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3222				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Gammatorquevirus sp.		2809423
OZ258701.1	PRJEB89271	SAMEA118254645	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3724				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258700.1	PRJEB89271	SAMEA118254645	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3783				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258698.1	PRJEB89271	SAMEA118254645	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3114				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Gammatorquevirus sp.		2809423
OZ258697.1	PRJEB89271	SAMEA118254644	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2996				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus sp.		2809199
OZ258695.1	PRJEB89271	SAMEA118254642	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3820				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258693.1	PRJEB89271	SAMEA118254640	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3726				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258692.1	PRJEB89271	SAMEA118254640	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3780				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258684.1	PRJEB89271	SAMEA118254635	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3818				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258675.1	PRJEB89271	SAMEA118254630	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3474				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus homin20		3048422
OZ258672.1	PRJEB89271	SAMEA118254627	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3927				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus homin13		3048415
OZ258670.1	PRJEB89271	SAMEA118254626	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3726				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258664.1	PRJEB89271	SAMEA118254625	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3762				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258660.1	PRJEB89271	SAMEA118254625	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3750				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258652.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3837				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258650.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2845				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus homini1		3048395
OZ258639.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3817				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258632.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3712				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258626.1	PRJEB89271	SAMEA118254624	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								2836				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Betatorquevirus homini38		3052024
OZ258620.1	PRJEB89271	SAMEA118254622	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3724				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus sp.		2809145
OZ258617.1	PRJEB89271	SAMEA118254622	COMPLETE		Thailand	Asia									Homo sapiens		9606	true								3896				1		2025-05-17T00:00:00Z		GenBank		CENMIG, 272 Rama VI Road, Ratchathewi	Thailand	Parkbhorn,J.	2025-05-18T00:00:00Z								Alphatorquevirus homin13		3048415
